PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
15751,Landry,Joseph-Armand,Séminaire de Chicoutimi,Unknown,Unknown,
8263,Landry,Monique,Montreal University,Physiotherapy,Unknown,
17346,Lang,Daniel,University of Alaska,Unknown,Unknown,
9187,Lang,Daniel Aiken,Osgoode Hall Law School,Laws,Unknown,
9187,Lang,Daniel Aiken,Trinity College,Unknown,Unknown,
10248,Lang,Otto Emil,University of Saskatchewan,Arts,Bachelor,1951.0
10248,Lang,Otto Emil,University of Saskatchewan,Laws,Bachelor,1953.0
10248,Lang,Otto Emil,University of Oxford,Civil Law,Bachelor,1955.0
10248,Lang,Otto Emil,University of Manitoba,Laws,Doctorate,1988.0
10340,Lang,Peter Joseph,University of Toronto,Medicine,Doctor of medicine,1975.0
13029,Langdon,Steven W.,Sussex University,Arts,Doctorate,
13029,Langdon,Steven W.,University of Toronto,Arts,Bachelor,
13029,Langdon,Steven W.,Carleton University,Arts,Master,
12757,Langelier,Charles,Laval University,Laws,Bachelor,
5893,Langelier,François Charles Stanislas,Laval University,Laws,Bachelor,1860.0
5893,Langelier,François Charles Stanislas,University of Paris,Laws,Unknown,1863.0
5893,Langelier,François Charles Stanislas,Laval University,Laws,Licentiate,1961.0
6066,Langlois,Charles A.,Collegiate studies,Administration,Unknown,
13266,Langlois,François,Pacific Western University,Constitutional law,Doctorate,
17006,Langlois,J. G. Léopold,Laval University,Laws,Bachelor,
3131,Langlois,Jean,Séminaire de Québec,Unknown,Unknown,
9907,Langlois,Joseph,Collegiate studies,Arts,Bachelor,
13105,Langlois,Raymond,University of Ottawa,Science,Bachelor,
13105,Langlois,Raymond,Montreal University,Education,Bachelor,
16450,Laniel,Gérald,Collegiate studies,Commerce,Diploma,1940.0
14773,Lankin,Frances,University of Toronto,Unknown,Unknown,
5265,Lanthier,Claude,Montréal Polytechnic School,Engineering,Diploma,1956.0
5265,Lanthier,Claude,Montreal University,Applied Science,Bachelor,1956.0
14285,Lapalme,Georges-Émile,Montreal University,Laws,Unknown,
6574,Lapierre,Edmond Antoine,Saint Mary's University,Unknown,Unknown,
2419,Lapierre,Jean-C.,University of Ottawa,Laws,Licentiate,1979.0
11753,Lapierre,Réal,Laval University,Pedagogy,Bachelor,1966.0
11753,Lapierre,Réal,Laval University,History,Certificate,
16798,Lapointe,Arthur-Joseph,Séminaire de Rimouski,Unknown,Unknown,
1125,Lapointe,Charles,Collegiate studies,Arts,Bachelor,1965.0
1125,Lapointe,Charles,Laval University,Literature,Licentiate,1968.0
16539,Lapointe,Ernest,Laval University,Arts,Bachelor,
16539,Lapointe,Ernest,University of Cambridge,Laws,Doctorate,
16539,Lapointe,Ernest,Laval University,Laws,Bachelor,
13544,Lapointe,Hugues,University of Ottawa,Arts,Bachelor,1932.0
13544,Lapointe,Hugues,Laval University,Laws,Licentiate,1935.0
18590,Lapointe,Linda,Collegiate studies,Health Sciences,Diploma,1979.0
18590,Lapointe,Linda,Montreal University,Business Administration,Bachelor,1986.0
14395,Lapointe,Louis Audet,Montreal College,Business,Unknown,
16809,Lapointe,Louise Marguerite Renaude,Laval University,Music,Licentiate,
16809,Lapointe,Louise Marguerite Renaude,Laval University,Language,Diploma,
4875,Laporte,Rodney Edward,University of Alberta,Education,Bachelor,1975.0
4875,Laporte,Rodney Edward,University of Saskatchewan,Laws,Bachelor,1984.0
4875,Laporte,Rodney Edward,University of Regina,History,Master,1985.0
17933,Larose,Jean-François,Montreal University,Violence and Society,Unknown,
17933,Larose,Jean-François,Montreal University,Police and Security Management,Unknown,
20150,Larouche,Andréanne,Sherbrooke University,Political Science,Bachelor,
15228,Larson,Frederick Hugo,University of Saskatchewan,Unknown,Unknown,
2285,Lastewka,Walt,Ryerson University,Unknown,Degree,1963.0
2285,Lastewka,Walt,University of Western Ontario,Executive Development Program,Diploma,1981.0
2285,Lastewka,Walt,"State University (Buffalo, N.Y.)",Business,Bachelor,
17923,Latendresse,Alexandrine,Laval University,Russian Studies,Bachelor,2011.0
17923,Latendresse,Alexandrine,Moscow State University,Political Science and History,Unknown,
103,Latour,Joseph-Octave,Montreal University,Arts,Bachelor,
20147,Lattanzio,Patricia,McGill University,,Bachelor,1985.0
20147,Lattanzio,Patricia,Montreal University,Laws,Certificate,1987.0
20147,Lattanzio,Patricia,Montreal University,Laws,Bachelor,1989.0
9110,Laurence,Frederick Andrew,Dalhousie University,Unknown,Unknown,
10709,Laurendeau,Aldéric,Loyola College,Medicine,Doctor of medicine,
3387,Laurie,John Wimburne,Royal Military College (England),Unknown,Unknown,
13611,Laurier,Ruben Charles,Laval University,Medicine,Doctor of medicine,
13611,Laurier,Ruben Charles,Assomption College,Arts,Bachelor,
5780,Laurier,Wilfrid,Assomption College,Unknown,Unknown,1861.0
5780,Laurier,Wilfrid,McGill University,Laws,Degree,1864.0
15217,Laurin,Joseph-Georges-Philippe,Montreal University,Laws,Bachelor,
9677,Laurin,René,Séminaire de Joliette,Arts,Bachelor,1960.0
9677,Laurin,René,Montreal School of Higher Commercial Studies,Commercial Science,Bachelor,1965.0
18555,Lauzon,Stéphane,University of Quebec in Outaouais,Business Administration,Unknown,
18555,Lauzon,Stéphane,Unknown,Teaching,Certificate,
13978,Lavallée,Carole,University of Quebec at Montréal,Communications,Unknown,
15127,Lavallée,Joseph Octave,Séminaire de Joliette,Unknown,Unknown,
1619,Lavell,John Reeve,Queen's University,Arts,Bachelor,
5526,Laverdière,Herman E.,University of Western Ontario,Unknown,Unknown,
5526,Laverdière,Herman E.,Montreal University,Science,Bachelor,
17918,Laverdière,Hélène,University of Bath,Sociology,Doctorate,
1144,Lavigne,Albert Peter,University of Ottawa,Unknown,Unknown,1928.0
16954,Lavigne,Laurent,University of Quebec at Montréal,Pedagogy,Certificate,1971.0
14255,Lavigne,Raymond,Montreal University,Administration,Diploma,
14467,Lavoie-Roux,Thérèse,Montreal University,Teaching,Certificate,
14467,Lavoie-Roux,Thérèse,McGill University,Social Science,Master,
16739,Lawrence,Allan Frederick,University of Toronto,Arts,Bachelor,1949.0
16739,Lawrence,Allan Frederick,Osgoode Hall Law School,Laws,Diploma,1954.0
16739,Lawrence,Allan Frederick,York University,Laws,Bachelor,1991.0
20133,Lawrence,Philip,Brock University,Political Science,Bachelor,
20133,Lawrence,Philip,Osgoode Hall Law School,Laws,Bachelor,
20133,Lawrence,Philip,Schulich School of business,,Master,
14939,Lawson,James Earl,Osgoode Hall Law School,Laws,Unknown,
3730,Layton,Jack,York University,Philosophy,Doctorate,1984.0
3730,Layton,Jack,York University,Arts,Master,
3730,Layton,Jack,McGill University,Arts,Bachelor,
15120,Layton,Robert E.J.,McGill University,Mechanical Engineering,Bachelor,1947.0
1298,Le Moyne,Jean,Sainte-Marie College,Arts,Bachelor,
14335,LeBlanc,Dominic,Trinity College,Arts,Bachelor,1989.0
14335,LeBlanc,Dominic,University of New Brunswick,Laws,Bachelor,1992.0
14335,LeBlanc,Dominic,Harvard Law School,Laws,Master,1997.0
12831,LeBlanc,Francis G.,St. Francis Xavier University,Political Science,Bachelor,1975.0
12831,LeBlanc,Francis G.,Queen's University,Economics,Master,1979.0
12831,LeBlanc,Francis G.,Laval University,Economics,Unknown,1984.0
17916,LeBlanc,Hélène,University of Ottawa,French as a second language,Bachelor,1983.0
17916,LeBlanc,Hélène,McGill University,Agriculture and Environmental Sciences,Bachelor,2008.0
1409,LeBlanc,Louis Guy,Laval University,Science,Bachelor,1946.0
1409,LeBlanc,Louis Guy,Laval University,Arts,Bachelor,
2559,LeBlanc,Roméo,University of Paris,Arts,Bachelor,
2559,LeBlanc,Roméo,University of Paris,Education,Bachelor,
2559,LeBlanc,Roméo,St. Joseph University,Unknown,Unknown,
6335,LeBreton,Marjory,Collegiate studies,Administration,Diploma,
16205,LeSueur,Richard Vryling,Osgoode Hall Law School,Laws,Bachelor,
16205,LeSueur,Richard Vryling,University of Toronto,Arts,Bachelor,
17140,Lebel,Denis,High School,General,Unknown,
3723,Lebel,Ghislain,Laval University,Notarial Law,Diploma,1981.0
3723,Lebel,Ghislain,Laval University,Laws,Licentiate,
6184,Leblanc,Fernand-E.,Montreal University,Accounting,Bachelor,
6184,Leblanc,Fernand-E.,Montreal College,Unknown,Unknown,
7796,Leblanc,Nic,École d'agriculture de Nicolet,Agriculture,Diploma,
7796,Leblanc,Nic,University of Quebec at Montréal,Administration,Unknown,
18563,Lebouthillier,Diane,Moncton University,Social Work,Bachelor,
2234,Leclair,Pierre,Laval University,Laws,Bachelor,
3602,Leduc,Edgar,University of Ottawa,Unknown,Unknown,
8109,Leduc,Jean-Louis,Séminaire de Saint-Hyacinthe,Arts,Bachelor,1939.0
8109,Leduc,Jean-Louis,Montreal University,Literature,Licentiate,1965.0
8109,Leduc,Jean-Louis,Montreal University,History,Master,1966.0
14648,Leduc,Joseph Alfred,Montreal College,Unknown,Unknown,
9914,Leduc,Joseph Gérard Yves,Montreal University,Arts,Bachelor,
9914,Leduc,Joseph Gérard Yves,Montreal University,Laws,Bachelor,
11334,Leduc,Rodolphe,University of Ottawa,Dentistry,Diploma,
11334,Leduc,Rodolphe,Montreal University,Dentistry,Doctor of medicine,
8864,Lee,Arthur John (Art),University of Alberta,Commerce,Bachelor,1969.0
8864,Lee,Arthur John (Art),University of Alberta,Laws,Bachelor,1972.0
2661,Lee,Derek Vincent,University of Toronto,Political Science,Bachelor,1970.0
2661,Lee,Derek Vincent,Queen's University,Laws,Licentiate,1973.0
2661,Lee,Derek Vincent,Osgoode Hall Law School,Laws,Bachelor,
17949,Leef,Ryan,University of Windsor,Criminology,Bachelor,1997.0
18540,Lefebvre,Paul,University of Waterloo,Laws,Master,
18540,Lefebvre,Paul,Unknown,Music,Degree,
18540,Lefebvre,Paul,University of Ottawa,Laws,Bachelor,
14646,Lefebvre,Réjean,Collegiate studies,Unknown,Diploma,
1221,Lefebvre,Thomas,Collegiate studies,Unknown,Unknown,
14866,Lefurgey,Alfred Alexander,Mount Allison University,Arts,Bachelor,1891.0
14866,Lefurgey,Alfred Alexander,Harvard University,Laws,Bachelor,1894.0
5958,Legault,Carl,University of Ottawa,Unknown,Unknown,
15344,Legere,Felton Fenwick,St. Anne's College,Arts,Bachelor,
7090,Leggatt,Stuart Malcolm,University of British Columbia,Arts,Bachelor,1954.0
7090,Leggatt,Stuart Malcolm,University of British Columbia,Laws,Bachelor,1955.0
17888,Leitch,K. Kellie,Queen's University,Arts,Bachelor,1992.0
17888,Leitch,K. Kellie,University of Toronto,Medicine,Doctorate,1994.0
17888,Leitch,K. Kellie,Dalhousie University,Business Administration,Master,1998.0
17888,Leitch,K. Kellie,University of Toronto,Residency Training,Post-graduate studies,2001.0
652,Lemay,Marc,Laval University,Laws,Licentiate,1974.0
18560,Lemieux,Denis,University of Quebec at Chicoutimi,Engineering,Diploma,
14860,Lemieux,Pierre,Royal Military College of Canada,Mechanical Engineering,Bachelor,
14860,Lemieux,Pierre,Cranfield Institute of Technology,Science,Master,
4797,Lemieux,Rodolphe,Laval University,Civil Law,Bachelor,1891.0
4797,Lemieux,Rodolphe,Laval University,Laws,Doctorate,1896.0
20080,Lemire,Sébastien,Montreal University,Communications and politics,Bachelor,2008.0
20080,Lemire,Sébastien,Sherbrooke University,Leadership,Graduate certificate,2013.0
20080,Lemire,Sébastien,Collège des administrateurs de sociétés,Corporate governance,Certificate,2014.0
1239,Lennox,Thomas Herbert,Osgoode Hall Law School,Laws,Diploma,
2031,Leonard,Thomas D'Arcy,University of Toronto,Architecture Design,Bachelor,
2031,Leonard,Thomas D'Arcy,Osgoode Hall Law School,Laws,Doctorate,
7987,Leroux,Gaston,Montreal University,French Studies,Bachelor,1985.0
7987,Leroux,Gaston,Sherbrooke University,French Studies,Master,1986.0
7987,Leroux,Gaston,Montreal University,Animation,Certificate,
8974,Leroux,Jean H.,Sherbrooke University,Pedagogy,Bachelor,1985.0
8974,Leroux,Jean H.,University of Ottawa,Political Science,Unknown,
261,Lesage,Charles Alexander,Laval University,Medicine,Doctor of medicine,
16301,Lesage,Jean,Séminaire de Québec,Unknown,Unknown,
16301,Lesage,Jean,Laval University,Laws,Unknown,
7898,Lesage,Joseph Edmond,Laval University,Medicine,Doctor of medicine,
10786,Lesick,William,University of Alberta,Pharmacy,Bachelor,
18525,Leslie,Andrew,University of Ottawa,Economics,Bachelor,
18525,Leslie,Andrew,Royal Military College of Canada,War Studies,Master,
18525,Leslie,Andrew,Canadian Forces College,Military,Degree,
18525,Leslie,Andrew,Canadian Forces College,Economics,Degree,
18525,Leslie,Andrew,Harvard Business School,Unknown,Professional and Continuing Education,
10939,Leslie,James,Aberdeen University,Unknown,Unknown,
17269,Leslie,Megan,York University,Arts,Bachelor,2003.0
17269,Leslie,Megan,York University,Refugee and migration,Certificate,2003.0
17269,Leslie,Megan,Dalhousie University,Laws,Bachelor,2004.0
7920,Lessard,Marcel,Collegiate studies,Unknown,Unknown,
15209,Letellier de Saint-Just,Luc,Séminaire de Québec,Unknown,Diploma,1987.0
15209,Letellier de Saint-Just,Luc,Collège Sainte-Anne-de-la-Pocatière,Unknown,Unknown,
17889,Leung,Chungsen,Carleton University,Economics and Commerce,Bachelor,1972.0
17889,Leung,Chungsen,University of Southern California,Systems Management and Engineering,Master,1982.0
1231,Leung,M. Sophia,University of Pittsburgh,Social Science,Bachelor,1957.0
1231,Leung,M. Sophia,University of British Columbia,Social Work,Bachelor,1964.0
1231,Leung,M. Sophia,University of British Columbia,Social Work,Master,1966.0
18550,Levitt,Michael,Unknown,Political Science,Bachelor,
7289,Lewis,Arthur John,Presbyterian College (Saskatoon),Divinity,Bachelor,
7289,Lewis,Arthur John,University of Saskatchewan,Unknown,Unknown,
9834,Lewis,David,University of Oxford,Unknown,Unknown,
9834,Lewis,David,McGill University,Arts,Bachelor,
15586,Lewis,Douglas Grinslade,University of Toronto,Arts,Bachelor,
15586,Lewis,Douglas Grinslade,Osgoode Hall Law School,Laws,Bachelor,
9056,Lewis,Edward Norman,Osgoode Hall Law School,Laws,Unknown,
9056,Lewis,Edward Norman,Royal Military College of Canada,Unknown,Unknown,
4256,Lewis,Philip Derek,Memorial Univerisity of Newfoundland,Unknown,Unknown,
8104,Lewis,William James,Edinburgh University,Unknown,Unknown,
8104,Lewis,William James,Glasgow University,Medicine,Doctor of medicine,
6705,Lewry,Louis Harrington,Collegiate studies,Unknown,Unknown,
10770,Lewycky,Laverne,University of Manitoba,Arts,Bachelor,
10770,Lewycky,Laverne,McGill University,Philosophy,Doctorate,
10770,Lewycky,Laverne,University of Manitoba,Arts,Master,
18417,Liepert,Ron,Columbia School of Broadcasting,Broadcasting,Degree,
18574,Lightbound,Joël,McGill University,Civil Law,Bachelor,
18574,Lightbound,Joël,Montreal University,Information,Master,
18574,Lightbound,Joël,McGill University,Common Law,Bachelor,
1774,Lill,Wendy,York University,Political Science,Bachelor,1970.0
10041,Limoges,Richard G.J.,University of Windsor,Communications,Bachelor,1980.0
6651,Lind,James (Jim) Gordon,University of Western Ontario,Arts,Bachelor,
13691,Little,Edgar Sydney,University of Toronto,Unknown,Unknown,
6687,Littlechild,Wilton (Willie),University of Alberta,Physical Education,Bachelor,1967.0
6687,Littlechild,Wilton (Willie),University of Alberta,Physical Education,Master,1975.0
6687,Littlechild,Wilton (Willie),University of Alberta,Laws,Bachelor,1976.0
17935,Liu,Laurin,McGill University,History,Unknown,
17876,Lizon,Wladyslaw,AGH University of Science and Technology,Mining Engineering,Master,1978.0
6491,Lizotte,Louis Philippe,Laval University,Laws,Bachelor,
18807,Lloyd,Dane,Trinity Western University,History and Political Science,Degree,2013.0
4079,Lloyd,John Edward,Institute of Chartered Accountants of Nova Scotia,Accounting,Chartered accountants,
17278,Lobb,Ben,Lee University,Business Administration,Bachelor,
18460,Lockhart,Alaina,University of New Brunswick,Business Administration,Bachelor,
20073,Loffreda,Tony,Concordia University,Commerce,Bachelor,1985.0
15064,Logan,Hance James,Dalhousie University,Laws,Unknown,
15483,Loiselle,Bernard Pierre,University of Ottawa,Laws,Licentiate,1972.0
5563,Loiselle,Gilles,Laval University,Arts,Bachelor,1951.0
6754,Loiselle,Gérard,Collegiate studies,Unknown,Unknown,
9071,Loney,Edison John Clayton,University of Toronto,Unknown,Unknown,
9071,Loney,Edison John Clayton,Ontario Agricultural College,Agriculture,Unknown,
16745,Long,Charles Edwin,Wisconsin University,Science,Bachelor,1902.0
18465,Long,Wayne,University of New Brunswick,Business Administration,Degree,
13827,Longfield,Judi,Collegiate studies,Teaching,Diploma,1970.0
18498,Longfield,Lloyd,University of Manitoba,Mathematics,Bachelor,
18498,Longfield,Lloyd,Red River College,Mechanical Engineering,Diploma,
3734,Lonsdale,Bruce,University of Waterloo,Unknown,Unknown,
7207,Lopez,Ricardo,Montreal University,Laws,Unknown,
7207,Lopez,Ricardo,Montreal University,Administration,Diploma,
2921,Lortie,Joseph Arthur,Laval University,Medicine,Doctor of medicine,1895.0
2921,Lortie,Joseph Arthur,Laval University,Arts,Bachelor,
14040,Losier-Cool,Rose-Marie,École normale in Fredericton,Teaching,Certificate,
14040,Losier-Cool,Rose-Marie,University of Moncton,Education,Bachelor,
13547,Loubier,Yvan,Montreal University,Arts,Bachelor,1982.0
13547,Loubier,Yvan,Montreal University,Science,Master,1985.0
10953,Lougheed,James Alexander,Osgoode Hall Law School,Laws,Diploma,1877.0
20118,Louis,Tim,Rutgers University,Music,Bachelor,1991.0
3032,Lount,William,University of Toronto,Unknown,Unknown,
11584,Lovett,Lewis Johnstone,New York University,Medicine,Doctor of medicine,
11584,Lovett,Lewis Johnstone,Acadia University,Arts,Bachelor,
5538,Low,Solon Earl,University of Southern California,Education,Unknown,
5538,Low,Solon Earl,University of Alberta,Unknown,Unknown,
16780,Lowther,Eric,University of Alberta,Science,Bachelor,1977.0
12311,Luchkovich,Michael,University of Manitoba,Political Science,Bachelor,
