PersonId,LastName,UsedFirstName,SchoolNameLongEn,FieldOfStudyEn,DiplomaLongEn,GraduationYear
12194,Hurtubise,Joseph Raoul,Queen's University,Medicine,Doctor of medicine,
18551,Hussen,Ahmed,York University,History,Bachelor,2002.0
18551,Hussen,Ahmed,University of Ottawa,Laws,Bachelor,2012.0
18468,Hutchings,Gudie,Acadia University,Unknown,Unknown,
17294,Hyer,Bruce,Lakehead University,Forestry Economics,Master,1997.0
5554,Hymmen,Kieth Reinhardt,University of Toronto,Science,Master,
10978,Hyndman,Alonzo Bowen,McGill University,Medicine,Doctor of medicine,
13990,Hébert,Jacques,Montreal School of Higher Commercial Studies,Commerce,Master,1945.0
18806,Hébert,Richard,University of Quebec at Montréal,Animation,Unknown,
10819,Héon,Georges-Henri,Montreal University,Arts,Bachelor,
10819,Héon,Georges-Henri,Montreal University,Laws,Master,
18554,Iacono,Angelo,McGill University,Political Science,Bachelor,
18554,Iacono,Angelo,University of Ottawa,Laws,Doctorate,
18554,Iacono,Angelo,Université de Lyon,Laws,Certificate,
18554,Iacono,Angelo,University of Quebec at Montréal,Civil Law,Unknown,
12924,Ianno,Tony,University of Toronto,Science,Bachelor,
16509,Iftody,David,University of Manitoba,Social Work,Bachelor,1985.0
16509,Iftody,David,University of Manitoba,Pedagogy,Master,1987.0
4927,Ignatieff,Michael,University of Toronto,History,Bachelor,
4927,Ignatieff,Michael,Harvard University,History,Doctorate,
4927,Ignatieff,Michael,University of Cambridge,Arts,Master,
1643,Ilsley,James Lorimer,Acadia University,Arts,Bachelor,1913.0
1643,Ilsley,James Lorimer,Dalhousie University,Laws,Licentiate,1916.0
9474,Irvine,John Alfred,Queen's University,Unknown,Unknown,
17024,Irving,Aemilius,Upper Canada College,Unknown,Unknown,
4668,Irwin,Ron,University of Western Ontario,Unknown,Unknown,
4668,Irwin,Ron,Osgoode Hall Law School,Laws,Bachelor,
1003,Isabelle,Joseph Gaston,University of Ottawa,Arts,Bachelor,1942.0
1003,Isabelle,Joseph Gaston,Montreal University,Medicine,Doctorate,1948.0
3790,Ittinuar,Peter,Carleton University,Political Science,Unknown,
14178,Jackman,Harry Rutherford,University of Toronto,Unknown,Unknown,
14178,Jackman,Harry Rutherford,Harvard Law School,Unknown,Unknown,
14178,Jackman,Harry Rutherford,Osgoode Hall Law School,Laws,Bachelor,
1512,Jackson,Ovid L.,University of Western Ontario,Arts,Bachelor,
424,Jacob,Jean-Marc,Collegiate studies,Arts,Bachelor,1967.0
424,Jacob,Jean-Marc,Montreal University,Veterinary Medicine,Doctorate,1973.0
17900,Jacob,Pierre,Montreal University,Criminology,Bachelor,1976.0
17900,Jacob,Pierre,University of Quebec at Montréal,Laws,Bachelor,1992.0
17900,Jacob,Pierre,Public administration university,Public Administration,Diploma,1996.0
5789,Jacobs,Samuel William,McGill University,Civil Law,Bachelor,1893.0
5789,Jacobs,Samuel William,Laval University,Laws,Master,1894.0
13967,Jacques,Carole,Sherbrooke University,Laws,Bachelor,
13967,Jacques,Carole,Sherbrooke University,Arts,Bachelor,
20128,Jaczek,Helena,University of Toronto,Media Studies and Global Studies,Doctor of medicine,1973.0
20128,Jaczek,Helena,University of Toronto,Health Sciences,Master,1987.0
20128,Jaczek,Helena,York University,Business Administration,Master,1994.0
11967,Jaffer,Mobina S.B.,University of London,Laws,Bachelor,
11967,Jaffer,Mobina S.B.,Simon Fraser University,Executive Development Program,Bachelor,
4136,Jaffer,Rahim,University of Ottawa,Social Science,Bachelor,1992.0
14958,James,Kenneth Albert,Michigan State University,Economics,Bachelor,
17885,James,Roxanne,OREA Real Estate College,Real Estate,Unknown,
17885,James,Roxanne,Centennial College,Unknown,Unknown,
4041,Jameson,Richard Willis,Trinity College,Arts,Bachelor,
4041,Jameson,Richard Willis,King's College,Unknown,Unknown,
13234,Jamieson,Donald Campbell,Prince of Wales College,Unknown,Unknown,
8038,Jardine,W.R. (Bud),Canadian Naval Academy,Military,Degree,
8771,Jarvis,William Herbert,University of Western Ontario,Arts,Bachelor,1953.0
8771,Jarvis,William Herbert,University of Western Ontario,Laws,Bachelor,1962.0
6550,Jean,Brian,Bond University,Laws,Bachelor,
6550,Jean,Brian,Bond University,Business Administration,Master,
6550,Jean,Brian,Warner Pacific University,Social Science,Bachelor,
2859,Jean,Joseph,Laval University,Laws,Bachelor,
2859,Jean,Joseph,Laval University,Science,Bachelor,
3400,Jeffery,Alexander Haley,Osgoode Hall Law School,Laws,Unknown,
3400,Jeffery,Alexander Haley,University of Western Ontario,Economics and Political Science,Bachelor,
839,Jelinek,Otto John,Collegiate studies,Business Administration,Degree,
11738,Jelliff,Lincoln Henry,Collegiate studies,Arts,Master,
18423,Jeneroux,Matt,University of Alberta,Arts,Bachelor,2004.0
13382,Jennings,Daphne G.,University of British Columbia,Education,Bachelor,1973.0
9068,Jennings,Marlene,University of Quebec at Montréal,Laws,Bachelor,19860.0
12870,Jerome,James Alexander,Osgoode Hall Law School,Laws,Doctorate,
12870,Jerome,James Alexander,University of Toronto,Arts,Bachelor,
16600,Jessiman,Duncan James,University of Manitoba,Arts,Bachelor,
16600,Jessiman,Duncan James,University of Manitoba,Laws,Bachelor,
16600,Jessiman,Duncan James,University of Manitoba,Laws,Master,
2740,Jetté,Louis-Amable,Assomption College,Unknown,Unknown,
2740,Jetté,Louis-Amable,Laval University,Unknown,Unknown,
4893,Jewett,Pauline,Queen's University,Political Science and Philosophy,Bachelor,
4893,Jewett,Pauline,London School of Economics and Political Science,Unknown,Post-graduate studies,
4893,Jewett,Pauline,Harvard University,Political Science,Doctorate,
4893,Jewett,Pauline,Queen's University,Political Science and Economy,Master,
16125,Jobin,Christian,Laval University,Accounting,Chartered accountants,1977.0
10900,Johnson,Alan Arthur,Mount Allison University,Chemistry,Bachelor,1963.0
10900,Johnson,Alan Arthur,Mount Allison University,Geology,Certificate,1964.0
10900,Johnson,Alan Arthur,University of Alberta,Geology,Post-graduate studies,1967.0
16157,Johnson,Janis G.,University of Manitoba,Political Science,Bachelor,1968.0
3038,Johnson,Morrissey,Collegiate studies,Navigation,Unknown,
86,Johnson,Paul Léo Maurice,Montreal University,Laws,Licentiate,
10726,Johnson,Willis Merwyn (Merv),University of Saskatchewan,Agriculture,Bachelor,
10726,Johnson,Willis Merwyn (Merv),University of Saskatchewan,Arts,Bachelor,
13579,Johnston,Alexander,St. Joseph University,Unknown,Unknown,
2834,Johnston,Charles Edward,University of Alberta,Education,Diploma,
6225,Johnston,Donald James,McGill University,Arts,Bachelor,1958.0
6225,Johnston,Donald James,McGill University,Laws,Bachelor,1960.0
12950,Johnston,Howard Earl,University of British Columbia,Arts,Bachelor,1957.0
12950,Johnston,Howard Earl,University of British Columbia,Education,Bachelor,1958.0
12950,Johnston,Howard Earl,University of British Columbia,Education,Master,1961.0
12950,Johnston,Howard Earl,University of London,Education,Diploma,1962.0
9229,Johnston,Thomas George,McGill University,Medicine,Doctor of medicine,
2702,Johnstone,Archibald Hynd,Collegiate studies,Agriculture,Unknown,
4813,Johnstone,Lewis Wilkieson,Bellevue Hospital Medical College,Medicine,Unknown,
4813,Johnstone,Lewis Wilkieson,King's College,Unknown,Unknown,
18602,Jolibois,Georgina,University of Saskatchewan,Political Studies and Native Studies,Bachelor,
18602,Jolibois,Georgina,Unknown,Leadership,Certificate,
18553,Joly,Mélanie,Montreal University,Laws,Bachelor,2001.0
18553,Joly,Mélanie,University of Oxford,Laws,Master,
2675,Joncas,Jean-Luc,Sherbrooke University,Pedagogy,Bachelor,
2675,Joncas,Jean-Luc,University of Quebec at Rimouski,Teaching,Certificate,
15092,Joncas,Louis Zéphirin,Collegiate studies,Unknown,Unknown,
8542,Jones,David Ford,Upper Canada College,Unknown,Unknown,
9625,Jones,Eloise May,University of Toronto,Medicine,Doctorate,1943.0
9625,Jones,Eloise May,University of Toronto,Public Health,Diploma,1946.0
9625,Jones,Eloise May,University of Saskatchewan,Psychiatry,Post-graduate education,1966.0
6772,Jones,Henry Frank,University of Saskatchewan,Laws,Bachelor,
6942,Jones,Herbert Ladd,Collegiate studies,Unknown,Degree,1875.0
9421,Jones,Jim,Ryerson University,Accounting,Chartered accountants,1967.0
9150,Jones,John Walter,Acadia University,Arts,Bachelor,1904.0
9150,Jones,John Walter,University of Toronto,Agriculture,Bachelor,1909.0
9150,Jones,John Walter,Acadia University,Arts,Master,
9150,Jones,John Walter,Cornell University,Unknown,Unknown,
9150,Jones,John Walter,Chicago University,Unknown,Unknown,
7078,Jones,Leonard C.,Dalhousie University,Laws,Bachelor,
7078,Jones,Leonard C.,Mount Allison University,Science,Bachelor,
4027,Jones,Owen Lewis,University of Bristol,Agriculture,Unknown,
5058,Jones,Yvonne,West Viking College,Journalism,Diploma,
18476,Jordan,Bernadette,St. Francis Xavier University,Political Science,Bachelor,
2206,Jordan,Jim,University of Ottawa,Arts,Bachelor,
2206,Jordan,Jim,State University of New York at Potsdam,Science,Master,
100,Jordan,Joe Louis,Clarkson University,Business Administration,Master,1983.0
18532,Jowhari,Majid,York University,Business Administration,Master,
18532,Jowhari,Majid,Ryerson University,Industrial Engineering,Bachelor,
7660,Joyal,Serge,Montreal University,Arts,Bachelor,1964.0
7660,Joyal,Serge,Montreal University,Laws,Licentiate,1968.0
7660,Joyal,Serge,Faculté internationale de Droit comparé,Comparative Law,Diploma,1969.0
7660,Joyal,Serge,Sheffield University,Administrative Law,Master,1970.0
7660,Joyal,Serge,London School of Economics and Political Science,Laws,Master,1971.0
8117,Julian,Peter,University of Quebec at Montréal,Arts,Bachelor,
13202,Jung,Douglas,University of British Columbia,Laws,Bachelor,1953.0
13202,Jung,Douglas,University of British Columbia,Arts,Bachelor,
7413,Jupp,George Alexander (Alex),University of Saskatchewan,Arts,Bachelor,1964.0
7413,Jupp,George Alexander (Alex),University of Calgary,Sociology,Master,1969.0
7413,Jupp,George Alexander (Alex),University of Groningen,Sociology,Doctorate,
10425,Jutras,René,University of Manitoba,Science,Bachelor,
10425,Jutras,René,University of Manitoba,Pedagogy,Diploma,
15021,Kadis,Susan,York University,Sociology,Bachelor,
3259,Kaiser,Thomas Erlin,University of Toronto,Medicine,Doctorate,1890.0
5618,Kamp,Randy,Northwest Seminary,Theology,Bachelor,
18418,Kang,Darshan Singh,University of Indore (India),Medicine,Degree,
17272,Kania,Andrew J.,University of Leicester,Laws,Master,
17272,Kania,Andrew J.,University of Toronto,Laws,Degree,
12508,Karpoff,James Capsey (Jim),University of British Columbia,Arts,Bachelor,
12508,Karpoff,James Capsey (Jim),University of British Columbia,Social Work,Master,
1621,Karygiannis,Jim,University of Toronto,Industrial Engineering,Bachelor,1978.0
1621,Karygiannis,Jim,Canadian School of Management,Business Administration,Fellowship,
6642,Kaulback,Henry Adolphus Newman,Harvard University,Laws,Bachelor,
4950,Kay,William Frederic,McGill University,Civil Law,Bachelor,
15870,Keays,James Russell,St. Joseph University,Arts,Bachelor,
16649,Keddy,Gerald,Acadia University,Arts,Bachelor,1975.0
11278,Keefer,Francis Henry,University of Toronto,Arts,Bachelor,1881.0
11278,Keefer,Francis Henry,University of Toronto,Laws,Bachelor,1882.0
11278,Keefer,Francis Henry,University of Toronto,Arts,Master,1884.0
2250,Keeper,Cyril,Carleton University,Canadian Government and International Affairs,Master,
2250,Keeper,Cyril,University of Winnipeg,Political Science,Bachelor,
9391,Keeper,Tina,University of Manitoba,History,Bachelor,
5561,Kelleher,James Francis,Queen's University,Arts,Bachelor,1952.0
5561,Kelleher,James Francis,Osgoode Hall Law School,Laws,Bachelor,1956.0
20095,Kelloway,Mike,University of Calgary,Leadership,Master,2006.0
20095,Kelloway,Mike,College of Cape Breton,,,
17864,Kellway,Matthew,Queen's University,Political Science,Honours Bachelor,1990.0
17864,Kellway,Matthew,University of Toronto,Industrial Relations,Master,1992.0
3728,Kelly,Leonard Patrick (Red),St. Michael's College,,,
12471,Kelly,Norman,University of Western Ontario,Unknown,Unknown,
12471,Kelly,Norman,Carleton University,Unknown,Unknown,
12471,Kelly,Norman,Queen's University,Arts,Bachelor,
18415,Kelly,Pat,University of Calgary,Political Science,Bachelor,1994.0
14250,Kelly,William M.,University of Toronto,Science,Bachelor,1950.0
14250,Kelly,William M.,University of Illinois,Unknown,Post-graduate studies,
14250,Kelly,William M.,Harvard Business School,Unknown,Post-graduate studies,
4851,Kempling,William James,Collegiate studies,Business Administration,Unknown,
9920,Kendall,Arthur Samuel,Bellevue Hospital Medical College,Medicine,Diploma,
17289,Kennedy,Gerard,Trent University,Unknown,Unknown,
17289,Kennedy,Gerard,University of Alberta,Unknown,Unknown,
12001,Kennedy,John Wilfred,Ontario Agricultural College,Agriculture,Unknown,
9964,Kennedy,William Costello,De La Salle Institute,Unknown,Unknown,
8461,Kennedy,William Walker,Queen's University,Arts,Bachelor,
8461,Kennedy,William Walker,University of Manitoba,Laws,Bachelor,
16405,Kenney,Jason,University of San Francisco,Philosophy,Unknown,
15009,Kenny,Colin,Norwich University,Business,Bachelor,1966.0
8668,Kent,William Richard,Bishop Field College,Unknown,Unknown,
1586,Keon,Wilbert Joseph,St. Patrick's College,Science,Bachelor,1957.0
1586,Keon,Wilbert Joseph,University of Ottawa,Medicine,Doctorate,1961.0
17270,Kerr,Greg,Mount Allison University,Arts,Bachelor,
17270,Kerr,Greg,Mount Allison University,Education,Bachelor,
3429,Kerr,William,Victoria University,Laws,Master,
3429,Kerr,William,Victoria University,Arts,Bachelor,
11672,Keyes,Stan Kazmierczak,Collegiate studies,Journalism,Diploma,
18515,Khalid,Iqra,York University,Professional Writing,Degree,2007.0
18515,Khalid,Iqra,York University,Criminology,Degree,2007.0
18515,Khalid,Iqra,Western Michigan University,Laws,Doctorate,
18488,Khera,Kamal,York University,Psychology,Bachelor,
18488,Khera,Kamal,York University,Nursing,Bachelor,
4479,Kierans,Eric William,Loyola College,Arts,Bachelor,1935.0
4479,Kierans,Eric William,McGill University,Economics,Diploma,1951.0
3024,Kilger,Robert (Bob),Collegiate studies,Unknown,Unknown,
15442,Kilgour,David,University of Manitoba,Economics,Bachelor,1962.0
15442,Kilgour,David,University of Toronto,Laws,Bachelor,1966.0
15442,Kilgour,David,University of Paris,Constitutional law,Unknown,1970.0
9460,Killens,Marie Thérèse Rollande,Collegiate studies,Administration,Unknown,1944.0
9460,Killens,Marie Thérèse Rollande,École des Beaux-arts,Arts,Unknown,1946.0
3724,Kindt,Lawrence Elliott,University of Alberta,Agriculture,Bachelor,1927.0
3724,Kindt,Lawrence Elliott,University of Minnesota,Political Science and Economy,Master,1930.0
3724,Kindt,Lawrence Elliott,University of Washington,Political Science and Economy,Doctor of medicine,1940.0
3724,Kindt,Lawrence Elliott,University of California,Unknown,Post-graduate studies,
2439,Kindy,Alex,Laval University,Medicine,Doctor of medicine,1957.0
3893,King,James Horace,McGill University,Medicine,Doctor of medicine,1895.0
15668,King,John Warwick,Collegiate studies,Unknown,Unknown,
10888,King,William Lyon Mackenzie,University of Toronto,Arts,Bachelor,1895.0
10888,King,William Lyon Mackenzie,University of Toronto,Arts,Master,1896.0
10888,King,William Lyon Mackenzie,University of Toronto,Laws,Bachelor,1897.0
10888,King,William Lyon Mackenzie,Harvard Law School,Political Economy,Master,1898.0
10888,King,William Lyon Mackenzie,Harvard Law School,Philosophy,Doctorate,1909.0
10678,Kinsella,Noël A.,University College Dublin,Psychology,Bachelor,
10678,Kinsella,Noël A.,St. Thomas Aquinas University,Philosophy,Doctorate,
10678,Kinsella,Noël A.,St. Thomas Aquinas University,Philosophy,Licentiate,
10678,Kinsella,Noël A.,Pontifical Lateran University,Theology,Doctorate,
15673,Kirby,Michael J.L.,Dalhousie University,Mathematics,Bachelor,1961.0
15673,Kirby,Michael J.L.,Dalhousie University,Mathematics,Master,1962.0
15673,Kirby,Michael J.L.,Northwestern University,Applied Mathematics,Doctorate,1965.0
2835,Kirk,James Ralph,St. Francis Xavier University,Unknown,Unknown,
15831,Kirk,John Angus,St. Francis Xavier University,Unknown,Unknown,
13247,Kirk,Thomas Andrew Murray,Acadia University,Science,Bachelor,
13247,Kirk,Thomas Andrew Murray,Columbia University,Unknown,Unknown,
13247,Kirk,Thomas Andrew Murray,Acadia University,Arts,Bachelor,
13247,Kirk,Thomas Andrew Murray,University of Toronto,Pedagogy,Bachelor,
13016,Kirkby,Gordon,University of Saskatchewan,Laws,Bachelor,
13016,Kirkby,Gordon,University of Saskatchewan,Science,Bachelor,
1233,Kirkpatrick,George Airey,Trinity College,Laws,Bachelor,1861.0
1233,Kirkpatrick,George Airey,Trinity College,Arts,Licentiate,
18606,Kitchen,Robert Gordon,University of Regina,Educational Administration,Diploma,
18606,Kitchen,Robert Gordon,University of Waterloo,Kinesiology,Bachelor,
18606,Kitchen,Robert Gordon,Canadian Memorial Chiropractic College,Chiropractic,Doctorate,
2036,Klein,Milton L.,Montreal University,Laws,Bachelor,1933.0
20044,Klyne,Marty,University of Regina,Business Administration,Bachelor,1986.0
18416,Kmiec,Tom,Concordia University,Political Science,Bachelor,2005.0
18416,Kmiec,Tom,Regent University (Virginia),American Government,Master,
18416,Kmiec,Tom,Regent University (Virginia),Arts,Master,
10708,Knight,Robert Ross (Roy),Queen's University,Teaching,Bachelor,
10289,Knight,William George,University of Saskatchewan,History and Political Science,Bachelor,
10289,Knight,William George,University of Saskatchewan,Education,Bachelor,
8314,Knowles,Stanley Howard,Brandon College,Arts,Bachelor,1930.0
8314,Knowles,Stanley Howard,University of Manitoba,Theology,Bachelor,1934.0
8314,Knowles,Stanley Howard,United College,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,McMaster University,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,Trent University,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,York University,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,Brandon University,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,Queen's University,Unknown,Post-graduate studies,
8314,Knowles,Stanley Howard,University of Toronto,Unknown,Post-graduate studies,
13687,Knowles,William David,Hamilton Normal School,Teaching,Certificate,1934.0
13687,Knowles,William David,Queen's University,Unknown,Unknown,
7104,Knowles,William Erskine,Osgoode Hall Law School,Laws,Degree,
7104,Knowles,William Erskine,McGill University,Laws,Degree,
8138,Knutson,Gar,University of Toronto,Economics,Bachelor,1978.0
8138,Knutson,Gar,University of Windsor,Laws,Bachelor,1981.0
8138,Knutson,Gar,University of Western Ontario,Business Administration,Master,1983.0
17772,Kochhar,Vim,University of Texas,Engineering,Degree,1960.0
13044,Kolber,Ernest Leo,McGill University,Arts,Bachelor,1949.0
13044,Kolber,Ernest Leo,McGill University,Laws,Bachelor,1952.0
13535,Komarnicki,Ed,University of Saskatchewan,Arts,Bachelor,
13535,Komarnicki,Ed,University of Saskatchewan,Laws,Bachelor,
12086,Konrad,Derrek P.,University of Regina,Unknown,Unknown,1980.0
13510,Korchinski,Stanley James,University of Saskatchewan,Unknown,Unknown,1947.0
12545,Kotto,Maka,Conservatoire libre de cinéma français,Films Study,Diploma,1984.0
2149,Koury,Allan,Collegiate studies,Unknown,Unknown,
16938,Kraft Sloan,Karen,Windsor University,Communications,Bachelor,1977.0
16938,Kraft Sloan,Karen,Brock University,Administrative Studies,Bachelor,1982.0
16938,Kraft Sloan,Karen,York University,Environmental Studies,Master,1990.0
20142,Kram,Michael,University of Regina,Computer Science,Bachelor,2002.0
20142,Kram,Michael,University of Regina,Economics,Bachelor,2007.0
9398,Kramp,Daryl,Mount Royal College,Unknown,Unknown,
7882,Kristiansen,Lyle Stuart,University of British Columbia,Unknown,Unknown,
8304,Kroft,Richard H.,University of Manitoba,Economics and Political Science,Bachelor,1959.0
8304,Kroft,Richard H.,University of Manitoba,Laws,Bachelor,1963.0
16055,Kucherepa,John William,University of Toronto,Medicine,Doctor of medicine,
20083,Kurek,Damien,Trinity Western University,Communications and politics,Bachelor,2015.0
16453,Kushner,John,Cleveland Ohio University,Unknown,Unknown,
18740,Kusie,Stephanie,University of Alberta,Political Science,Bachelor,1995.0
18740,Kusie,Stephanie,Rutgers University,Business Administration,Master,2001.0
20167,Kusmierczyk,Irek,Carleton University,History and Journalism,Bachelor,2001.0
20167,Kusmierczyk,Irek,London School of Economics and Political Science,Political Science,Master,2002.0
20167,Kusmierczyk,Irek,Jagiellonian University in Krakow,Political Science,Master,2004.0
20167,Kusmierczyk,Irek,Vanderbilt University,Political Science,Doctorate,2010.0
20053,Kutcher,Stan,McMaster University,History and Political Science,Bachelor,
20053,Kutcher,Stan,McMaster University,History,Master,
20053,Kutcher,Stan,McMaster University,Medicine,Doctor of medicine,
2604,Kwan,Jenny Wai Ching,Simon Fraser University,Criminology,Bachelor,
13857,Kyte,George William,St. Francis Xavier University,Laws,Diploma,
5562,La Salle,Roch,High School,Unknown,Unknown,
16618,La Vergne,Armand Renaud,Laval University,Laws,Bachelor,
16618,La Vergne,Armand Renaud,University of Ottawa,Arts,Bachelor,
20046,LaBoucane-Benson,Patti,University of Alberta,Physical Education,Bachelor,1990.0
20046,LaBoucane-Benson,Patti,University of Alberta,Human Ecology,Master,2001.0
20046,LaBoucane-Benson,Patti,University of Alberta,Human Ecology,Doctorate,2009.0
3583,LaMarsh,Julia Verlyn (Judy),Osgoode Hall Law School,Laws,Bachelor,
3583,LaMarsh,Julia Verlyn (Judy),University of Toronto,Arts,Bachelor,
13192,LaRivière,Alphonse Alfred Clément,Sainte-Marie College,Unknown,Unknown,
2174,LaRue,Achille,Laval University,Laws,Unknown,
16049,LaRue,Joseph-Ernest-Henri,Laval University,Notarial Law,Diploma,
12411,LaRue,Perrault,Unknown,Arts,Bachelor,
12411,LaRue,Perrault,Unknown,Dentistry,Doctorate,
13858,Lacasse,Joseph-Henri-Gustave,Laval University,Arts,Bachelor,1909.0
13858,Lacasse,Joseph-Henri-Gustave,Laval University,Medicine,Master,1913.0
4033,Lacerte,Élie,Harvard University,Medicine,Diploma,
3973,Lachance,Arthur,Laval University,Laws,Bachelor,
13123,Lachance,Claude-André,McGill University,Civil Law,Bachelor,1974.0
13123,Lachance,Claude-André,University of Ottawa,Laws,Master,1981.0
7568,Lachance,Georges-C.,Montreal University,Laws,Bachelor,1950.0
7568,Lachance,Georges-C.,University of Ottawa,Political Science,Bachelor,1956.0
7568,Lachance,Georges-C.,McGill University,Unknown,Unknown,
12538,Lacombe,Liguori,Montreal University,Laws,Bachelor,
604,Lacoste,Alexandre,Laval University,Laws,Unknown,1859.0
604,Lacoste,Alexandre,Sainte-Marie College,Laws,Bachelor,
7720,Lacroix,Wilfrid,Montreal University,Unknown,Unknown,
7720,Lacroix,Wilfrid,Montréal Polytechnic School,Architecture Design,Diploma,
7617,Ladner,Leon Johnson,University of Toronto,Arts,Bachelor,1907.0
7617,Ladner,Leon Johnson,University of Toronto,Laws,Bachelor,1909.0
13373,Ladouceur,Fernand,University of Ottawa,Arts,Bachelor,
13373,Ladouceur,Fernand,Queen's University,Laws,Unknown,
13373,Ladouceur,Fernand,University of Toronto,Unknown,Unknown,
1179,Laflamme,Leo Kemner,Séminaire de Québec,Laws,Licentiate,
1179,Laflamme,Leo Kemner,Laval University,Arts,Bachelor,
2995,Laflamme,Napoléon Kemner,Laval University,Laws,Diploma,
2995,Laflamme,Napoléon Kemner,Séminaire de Québec,Unknown,Unknown,
3304,Laflamme,Ovide,Laval University,Laws,Licentiate,1951.0
3304,Laflamme,Ovide,Séminaire de Québec,Arts,Bachelor,
12215,Laflèche,Joseph-François,Laval University,Medicine,Doctor of medicine,
12215,Laflèche,Joseph-François,Laval University,Arts,Bachelor,
4827,Lafond,Paul C.,University of Ottawa,Commerce,Bachelor,
10622,Laforest,Jean-Yves,University of Quebec at Trois-Rivières,Physical Education,Bachelor,
10884,Lafortune,David Arthur,Laval University,Laws,Bachelor,
10470,Laframboise,Mario,University of Quebec at Montréal,Laws,Licentiate,
3396,Lafrenière,Robert B.,Laval University,Arts,Bachelor,
3396,Lafrenière,Robert B.,Laval University,Laws,Bachelor,
7706,Lahaye,Paul,Séminaire de Trois-Rivières,Unknown,Unknown,
2546,Laing,Arthur,University of British Columbia,Scientific Agriculture,Bachelor,1925.0
7402,Laird,Henry Willoughby,University of Toronto,Unknown,Unknown,
7186,Laird,John Keith McBroom,University of Western Ontario,Political Economy,Bachelor,
7186,Laird,John Keith McBroom,Osgoode Hall Law School,Laws,Unknown,
7186,Laird,John Keith McBroom,University of Geneva,International Relations,Unknown,
8942,Lake,Mike,University of Alberta,Commerce,Bachelor,1995.0
14430,Lalonde,Francine,École normale Cardinal-Léger,Arts,Bachelor,
14430,Lalonde,Francine,Montreal University,History,Licentiate,
14948,Lalonde,Marc,Montreal University,Laws,Licentiate,1954.0
14948,Lalonde,Marc,Montreal University,Laws,Master,1955.0
14948,Lalonde,Marc,University of Oxford,Economics and Political Science,Master,1957.0
14948,Lalonde,Marc,University of Ottawa,Études supérieures,Doctorate,1960.0
20136,Lalonde,Marie-France,University of Ottawa,Administration,Bachelor,1993.0
20136,Lalonde,Marie-France,University of Quebec in Hull,Social Work,Bachelor,1996.0
8527,Lalonde,Maurice,Montreal University,Laws,Bachelor,
6182,Lamarche,Paul-Émile,Laval University,Laws,Master,
6182,Lamarche,Paul-Émile,Sainte-Marie College,Science,Bachelor,
10535,Lambert,Marcel Joseph Aimé,University of Alberta,Commerce,Bachelor,1947.0
10535,Lambert,Marcel Joseph Aimé,University of Oxford,Laws,Master,
10535,Lambert,Marcel Joseph Aimé,University of Oxford,Laws,Bachelor,
602,Lambert,Norman Platt,University of Toronto,Journalism,Bachelor,
18742,Lambropoulos,Emmanuella,McGill University,Education,Bachelor,2013.0
18742,Lambropoulos,Emmanuella,McGill University,Educational Administration,Post-graduate education,
18570,Lametti,David,University of Toronto,Economics and Political Science,Bachelor,1985.0
18570,Lametti,David,McGill University,Civil Law,Bachelor,1989.0
18570,Lametti,David,McGill University,Common Law,Bachelor,1989.0
18570,Lametti,David,Yale University,Laws,Master,1991.0
18570,Lametti,David,University of Oxford,Laws,Doctorate,1999.0
4799,Lamont,John Henderson,University of Toronto,Arts,Bachelor,1892.0
4799,Lamont,John Henderson,Osgoode Hall Law School,Laws,Bachelor,1893.0
16295,Lamontagne,J. Gilles,Montreal School of Higher Commercial Studies,Arts,Bachelor,
15778,Lamontagne,Maurice,Laval University,Social Science,Master,
15778,Lamontagne,Maurice,Harvard University,Economics,Master,
15778,Lamontagne,Maurice,Séminaire de Rimouski,Arts,Bachelor,
17821,Lamoureux,Kevin,University of Winnipeg,Unknown,Unknown,
15479,Lamoureux,Lucien,University of Ottawa,Arts,Bachelor,1939.0
15479,Lamoureux,Lucien,University of Ottawa,Philosophy,Bachelor,1940.0
15479,Lamoureux,Lucien,University of Ottawa,Philosophy,Licentiate,1941.0
15479,Lamoureux,Lucien,University of Ottawa,Arts,Master,1942.0
15479,Lamoureux,Lucien,Osgoode Hall Law School,Laws,Licentiate,1945.0
10542,Lancaster,Edward Arthur,Osgoode Hall Law School,Laws,Diploma,
8484,Lanctôt,Adélard,Laval University,Laws,Licentiate,
15156,Lanctôt,Robert,Sherbrooke University,Laws,Bachelor,1988.0
6723,Lanctôt,Roch,Collegiate studies,Unknown,Unknown,
2955,Landerkin,George,Victoria College,Medicine,Doctor of medicine,1863.0
4344,Landers,Mike,University of New Brunswick,Business Administration,Bachelor,1965.0
4344,Landers,Mike,University of New Brunswick,Laws,Bachelor,1970.0
14408,Landeryou,John Charles,Collegiate studies,Culinary Arts,Diploma,
14148,Landry,Auguste-Charles-Philippe-Robert,Lévis College,Unknown,Unknown,1857.0
14148,Landry,Auguste-Charles-Philippe-Robert,Séminaire de Québec,Unknown,Unknown,1866.0
14148,Landry,Auguste-Charles-Philippe-Robert,École Supérieure Ste-Anne de la Pocatière,Agriculture,Bachelor,1867.0
